id1,age,education,default,balance,housing,loan,day,duration,campaign,pdays,previous,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,marital_divorced,marital_married,marital_single
0,1.5306293518221676,-0.30530834686115615,-0.11718499134774703,0.21453035452504435,1.0358211226635177,-0.3925867711542392,-1.2618906002715358,1.9048694929309795,-0.5762472500554522,-0.4852053503766987,-0.36198383675589996,-0.4639325546169564,-0.17316900763752185,-0.15802374993483415,1.3543943126559297,-0.2734046609851663,-0.1960131708137989,-0.3006459829345367,-0.1700475343179241,-0.44661669545229016,-0.18401868452464443,-0.3589389310523966,0.8806950470683438,-0.6902303314457872
1,1.2763683978477116,-0.30530834686115615,-0.11718499134774703,-0.4786597597189064,-0.9654176557324815,-0.3925867711542392,-1.2618906002715358,3.1181827517827982,-0.5762472500554522,-0.4852053503766987,-0.36198383675589996,-0.4639325546169564,-0.17316900763752185,-0.15802374993483415,1.3543943126559297,-0.2734046609851663,-0.1960131708137989,-0.3006459829345367,-0.1700475343179241,-0.44661669545229016,-0.18401868452464443,-0.3589389310523966,0.8806950470683438,-0.6902303314457872
2,0.005063627975431505,-0.30530834686115615,-0.11718499134774703,-0.10913935504143049,1.0358211226635177,-0.3925867711542392,-1.2618906002715358,2.895504083099406,-0.5762472500554522,-0.4852053503766987,-0.36198383675589996,-0.4639325546169564,-0.17316900763752185,-0.15802374993483415,-0.7383374181770063,-0.2734046609851663,-0.1960131708137989,-0.3006459829345367,-0.1700475343179241,2.239056466501542,-0.18401868452464443,-0.3589389310523966,0.8806950470683438,-0.6902303314457872
3,1.191614746522893,-0.30530834686115615,-0.11718499134774703,0.2546497127471703,1.0358211226635177,-0.3925867711542392,-1.2618906002715358,0.5830717544641746,-0.5762472500554522,-0.4852053503766987,-0.36198383675589996,-0.4639325546169564,-0.17316900763752185,-0.15802374993483415,-0.7383374181770063,-0.2734046609851663,-0.1960131708137989,3.3261711672952643,-0.1700475343179241,-0.44661669545229016,-0.18401868452464443,-0.3589389310523966,0.8806950470683438,-0.6902303314457872
4,1.1068610951980742,1.1972340248555386,-0.11718499134774703,-0.43673050563713567,-0.9654176557324815,-0.3925867711542392,-1.2618906002715358,0.8514280987749299,-0.1846936164829468,-0.4852053503766987,-0.36198383675589996,-0.4639325546169564,-0.17316900763752185,-0.15802374993483415,1.3543943126559297,-0.2734046609851663,-0.1960131708137989,-0.3006459829345367,-0.1700475343179241,-0.44661669545229016,-0.18401868452464443,-0.3589389310523966,0.8806950470683438,-0.6902303314457872
6,1.2763683978477116,1.1972340248555386,-0.11718499134774703,-0.24186505141538103,1.0358211226635177,2.547207581803924,-1.1424853791323926,2.3587913944778953,-0.5762472500554522,-0.4852053503766987,-0.36198383675589996,-0.4639325546169564,-0.17316900763752185,-0.15802374993483415,1.3543943126559297,-0.2734046609851663,-0.1960131708137989,-0.3006459829345367,-0.1700475343179241,-0.44661669545229016,-0.18401868452464443,-0.3589389310523966,0.8806950470683438,-0.6902303314457872
7,1.6153830031469862,-0.30530834686115615,-0.11718499134774703,-0.3278351047485081,1.0358211226635177,-0.3925867711542392,-1.1424853791323926,1.8706112362104577,-0.5762472500554522,-0.4852053503766987,-0.36198383675589996,-0.4639325546169564,-0.17316900763752185,-0.15802374993483415,-0.7383374181770063,3.6575821216678355,-0.1960131708137989,-0.3006459829345367,-0.1700475343179241,-0.44661669545229016,-0.18401868452464443,2.7859892407547844,-1.1354668149080638,-0.6902303314457872
8,-0.3339509773238432,-0.30530834686115615,-0.11718499134774703,-0.4919323293563015,1.0358211226635177,-0.3925867711542392,-1.1424853791323926,0.6658625415387693,-0.5762472500554522,-0.4852053503766987,-0.36198383675589996,-0.4639325546169564,-0.17316900763752185,-0.15802374993483415,-0.7383374181770063,-0.2734046609851663,-0.1960131708137989,-0.3006459829345367,-0.1700475343179241,2.239056466501542,-0.18401868452464443,-0.3589389310523966,0.8806950470683438,-0.6902303314457872
9,-1.0967338392472112,-0.30530834686115615,-0.11718499134774703,1.0431610089324128,1.0358211226635177,-0.3925867711542392,-1.1424853791323926,2.632857448242071,0.2068600170895586,-0.4852053503766987,-0.36198383675589996,-0.4639325546169564,-0.17316900763752185,-0.15802374993483415,-0.7383374181770063,-0.2734046609851663,-0.1960131708137989,3.3261711672952643,-0.1700475343179241,-0.44661669545229016,-0.18401868452464443,-0.3589389310523966,-1.1354668149080638,1.4487917358041271
10,-0.24919732599902453,-0.30530834686115615,-0.11718499134774703,-0.4620690476721626,1.0358211226635177,-0.3925867711542392,-1.0230801579932494,1.1740266828931782,-0.5762472500554522,-0.4852053503766987,-0.36198383675589996,-0.4639325546169564,-0.17316900763752185,-0.15802374993483415,1.3543943126559297,-0.2734046609851663,-0.1960131708137989,-0.3006459829345367,-0.1700475343179241,-0.44661669545229016,-0.18401868452464443,-0.3589389310523966,-1.1354668149080638,1.4487917358041271
